76605.945312,38705.574219,8020.726562,81630.992188,73227.976562
108860.296875,-9914.804688,94905.757812,58405.847656,51318.125000
86523.906250,68423.554688,77795.476562,18419.224609,-7322.114258
91975.039062,20097.740234,65112.453125,106267.773438,76822.593750
15797.294922,14856.961914,34198.796875,42426.460938,51554.097656
45795.511719,101587.773438,25717.380859,86831.445312,22525.355469
78408.289062,49980.683594,71230.929688,96429.015625,18154.974609
31002.210938,91832.609375,18240.169922,12451.266602,36781.750000
79558.296875,108975.171875,-8251.393555,43897.070312,13937.697266
-5573.507324,22415.410156,44035.437500,69538.945312,15226.484375
7401.327637,95336.242188,40083.445312,51600.121094,24305.998047
101637.539062,107395.632812,12437.076172,13898.223633,80770.375000
44962.433594,102306.507812,17294.359375,2736.660645,85278.820312
45449.335938,43738.871094,63654.730469,73689.500000,66190.140625
110436.476562,39791.101562,61708.609375,112185.085938,93688.171875
85646.312500,-6845.125488,2646.882324,16225.045898,72693.820312
27873.367188,33626.375000,54573.367188,77956.812500,95226.500000
88879.359375,66137.656250,89165.429688,111316.437500,90035.882812
56479.109375,42822.171875,78885.695312,83773.468750,55558.835938
50707.812500,15766.105469,109297.703125,905.839172,99455.609375
62031.144531,-2114.384766,25790.013672,10283.055664,-3386.002930
6021.484863,105929.367188,-231.128708,18668.367188,8697.712891
82462.687500,56541.730469,52324.085938,23579.355469,21041.847656
34093.882812,-997.979614,97179.500000,9802.617188,-3138.239258
73758.679688,76281.718750,49683.933594,39187.675781,46598.496094
-8213.934570,99895.484375,72364.601562,111083.773438,110801.320312
58363.511719,59658.210938,-4769.759277,94153.523438,79941.265625
1844.238159,110175.007812,72413.937500,11613.110352,15386.677734
91111.648438,104075.804688,81928.414062,29979.035156,14198.459961
112970.257812,74072.921875,23200.480469,96693.062500,93875.539062
30062.240234,56995.050781,56700.566406,89746.171875,106182.726562
113299.054688,91532.234375,92621.507812,72206.960938,89159.312500
89966.132812,17113.769531,35360.828125,95196.375000,-2189.408447
1845.398071,107040.609375,-5471.099609,84259.335938,5197.020996
19915.576172,61914.285156,-4183.876465,111843.992188,101893.320312
20014.583984,111357.546875,62509.542969,53215.066406,94593.914062
42928.378906,93277.304688,38132.253906,109628.945312,69566.781250
30858.273438,109471.304688,47642.320312,10023.082031,68221.554688
